"Occupation","Annual_Income","Monthly_Inhand_Salary","Num_Bank_Accounts","Num_Credit_Card","Interest_Rate","Num_of_Loan","Delay_from_due_date","Num_of_Delayed_Payment","Changed_Credit_Limit","Num_Credit_Inquiries","Credit_Mix","Outstanding_Debt","Credit_Utilization_Ratio","Payment_of_Min_Amount","Credit_Score"
"2",14728.21,1480.35,10,9,31,5,46,11,9.27,6,"1",2390.37,39.3,"1","0"
"2",14728.21,1480.35,10,9,31,5,48,8,9.27,6,"1",2390.37,22.15,"1","0"
"2",14728.21,1480.35,10,9,31,5,48,11,9.27,6,"1",2390.37,29.52,"1","0"
"2",14728.21,1480.35,10,9,31,5,48,11,9.27,6,"1",2390.37,33.7,"1","0"
"2",14728.21,1480.35,10,9,31,5,48,11,9.27,6,"1",2390.37,22.43,"1","1"
"2",14728.21,1480.35,10,9,31,5,48,11,9.27,7,"1",2390.37,28.26,"1","0"
"2",14728.21,1480.35,10,9,31,5,48,9,9.27,7,"1",2390.37,26.77,"1","0"
"0",20162.26,1872.19,8,4,11,4,13,10,1.71,2,"1",660.26,29.23,"0","1"
"0",20162.26,1872.19,8,4,11,4,13,10,1.71,2,"1",660.26,26.5,"0","1"
"0",20162.26,1872.19,8,4,11,4,13,10,1.71,2,"1",660.26,36.94,"0","1"
"0",20162.26,1872.19,8,4,11,4,13,9,1.71,2,"1",660.26,28.1,"0","1"
"0",20162.26,1872.19,8,4,11,4,13,10,1.71,2,"1",660.26,40.39,"0","1"
"0",20162.26,1872.19,8,4,11,4,13,10,1.71,2,"1",660.26,25.34,"0","1"
"0",20162.26,1872.19,8,4,11,4,13,10,1.71,2,"1",660.26,34.5,"0","1"
"0",75506.42,6050.2,1,4,5,1,1,1,3.44,2,"2",1069.19,30.74,"0","0"
"0",75506.42,6050.2,1,4,5,1,1,3,3.44,2,"2",1069.19,27.24,"0","1"
"0",75506.42,6050.2,1,4,5,1,1,5,3.44,7,"2",1069.19,37.21,"0","0"
"0",75506.42,6050.2,1,4,5,1,1,3,3.44,7,"2",1069.19,39.85,"0","0"
"0",46268.4,3983.7,5,4,20,4,28,17,9.58,7,"1",1447.57,23.72,"1","0"
"0",46268.4,3983.7,5,4,20,4,28,19,7.58,7,"1",1447.57,25.29,"1","0"
"0",46268.4,3983.7,5,4,20,4,28,20,9.58,7,"1",1447.57,26.63,"1","0"
"0",46268.4,3983.7,5,4,20,4,30,14,9.58,7,"1",1447.57,23.22,"1","0"
"0",46268.4,3983.7,5,4,20,4,28,18,9.58,7,"1",1447.57,27.77,"1","0"
"0",46268.4,3983.7,5,4,20,4,28,17,9.58,7,"1",1447.57,32.49,"1","0"
"0",46268.4,3983.7,5,4,20,4,27,17,9.58,9,"1",1447.57,30.46,"1","0"
"2",15279.54,1517.79,0,5,8,3,1,4,6.99,4,"2",168.35,30.6,"0","1"
"2",15279.54,1517.79,0,5,8,3,1,4,6.99,4,"2",168.35,31.28,"0","2"
"2",15279.54,1517.79,0,5,8,3,1,4,6.99,4,"2",168.35,29.81,"0","2"
"2",15279.54,1517.79,0,5,8,3,1,4,6.99,4,"2",168.35,37.46,"0","2"
"2",15279.54,1517.79,0,5,8,3,1,4,6.99,4,"2",168.35,39.66,"0","2"
"2",15279.54,1517.79,0,5,8,3,1,4,6.99,7,"2",168.35,27.6,"0","2"
"1",83358.3,6896.53,5,3,5,3,6,6,2.66,4,"2",727.88,31.2,"0","2"
"1",83358.3,6896.53,5,3,5,3,6,6,2.66,7,"2",727.88,40.42,"0","2"
"1",83358.3,6896.53,5,3,5,3,6,6,2.66,7,"2",727.88,25.01,"0","1"
"1",83358.3,6896.53,5,3,5,3,6,6,2.66,7,"2",727.88,34.44,"0","2"
"1",83358.3,6896.53,5,3,5,3,6,6,2.66,7,"2",727.88,31.15,"0","2"
"1",83358.3,6896.53,5,3,5,3,6,6,-1.34,7,"2",727.88,32.81,"0","2"
"1",83358.3,6896.53,5,3,5,3,6,6,2.66,7,"2",727.88,24.2,"0","2"
"0",37360.94,2864.41,10,5,33,5,44,12,9.89,11,"1",1271.23,38.78,"1","0"
"0",37360.94,2864.41,10,5,33,5,44,10,9.89,11,"1",1271.23,25.6,"1","0"
"0",37360.94,2864.41,10,5,33,5,44,12,9.89,11,"1",1271.23,30.87,"1","0"
"0",37360.94,2864.41,10,5,33,5,39,12,9.89,11,"1",1271.23,31.68,"1","0"
"0",37360.94,2864.41,10,5,33,5,44,12,9.89,11,"1",1271.23,32.58,"1","0"
"0",37360.94,2864.41,10,5,33,5,44,12,9.89,11,"1",1271.23,36.48,"1","0"
"1",34476.68,2715.06,6,7,24,8,35,20,4.48,11,"0",1976.63,34.01,"1","0"
"1",34476.68,2715.06,6,7,24,8,36,17,4.48,11,"0",1976.63,29.45,"1","0"
"1",34476.68,2715.06,6,7,24,8,39,17,9.48,11,"0",1976.63,35.29,"1","0"
"1",34476.68,2715.06,6,7,24,8,38,17,4.48,11,"0",1976.63,27.48,"1","0"
"1",34476.68,2715.06,6,7,24,8,36,14,4.48,11,"0",1976.63,37.9,"1","0"
"1",34476.68,2715.06,6,7,24,8,36,17,4.48,11,"0",1976.63,37.9,"1","0"
"1",34476.68,2715.06,6,7,24,8,36,17,4.48,11,"0",1976.63,39.57,"1","0"
"2",135851.24,11418.94,4,4,18,2,25,19,11.19,8,"1",695.12,37.05,"1","1"
"1",15305.46,1230.45,0,7,2,2,15,2,3.95,0,"2",642.42,37.76,"0","1"
"1",15305.46,1230.45,0,7,2,2,14,2,10.95,0,"2",642.42,34.5,"0","1"
"1",15305.46,1230.45,0,7,2,2,14,2,10.95,0,"2",642.42,36.36,"0","1"
"1",15305.46,1230.45,0,7,2,2,14,2,10.95,0,"2",642.42,34.79,"0","1"
"1",15305.46,1230.45,0,7,2,2,14,2,10.95,0,"2",642.42,39.32,"0","1"
"1",15305.46,1230.45,0,7,2,2,14,5,10.95,0,"2",642.42,31.74,"0","1"
"1",15305.46,1230.45,0,7,2,2,14,2,15.95,0,"2",642.42,27.53,"0","1"
"0",107118.96,9104.58,5,7,5,3,24,10,5.49,1,"1",1049.33,30.46,"1","1"
"2",31316.47,2510.71,0,2,6,2,13,7,5.44,1,"2",800.89,34.07,"0","2"
"2",31316.47,2510.71,0,2,6,2,13,5,5.44,1,"2",800.89,34.56,"0","1"
"2",31316.47,2510.71,0,2,6,2,13,5,5.44,1,"2",800.89,32.48,"0","2"
"2",31316.47,2510.71,0,2,6,2,13,5,5.44,1,"2",800.89,39.53,"0","2"
"2",31316.47,2510.71,0,2,6,2,13,5,5.44,1,"2",800.89,38.51,"0","2"
"2",31316.47,2510.71,0,2,6,2,13,5,11.44,1,"2",800.89,40.93,"0","2"
"1",7645.1,632.09,9,9,19,5,44,15,21.14,10,"0",2869.83,22.73,"1","0"
"1",7645.1,632.09,9,9,19,5,44,15,21.14,10,"0",2869.83,27.42,"1","1"
"1",7645.1,632.09,9,9,19,5,44,16,21.14,10,"0",2869.83,36.61,"1","1"
"1",7645.1,632.09,9,9,19,5,44,16,21.14,10,"0",2869.83,30.48,"1","1"
"1",7645.1,632.09,9,9,19,5,41,12,21.14,10,"0",2869.83,30.07,"1","1"
"1",7645.1,632.09,9,9,19,5,42,18,21.14,10,"0",2869.83,24.64,"1","1"
"0",10060.01,1103.33,3,9,17,6,15,10,9.29,12,"1",1971.81,29.6,"1","0"
"0",10060.01,1103.33,3,9,17,6,18,9,9.29,12,"1",1971.81,31.93,"1","0"
"0",10060.01,1103.33,3,9,17,6,18,11,7.29,12,"1",1971.81,34.95,"1","0"
"0",10060.01,1103.33,3,9,17,6,18,12,9.29,15,"1",1971.81,31.56,"1","0"
"0",10060.01,1103.33,3,9,17,6,18,12,9.29,12,"1",1971.81,31.99,"1","0"
"0",10060.01,1103.33,3,9,17,6,18,12,9.29,15,"1",1971.81,32.4,"1","1"
"0",10060.01,1103.33,3,9,17,6,18,12,9.29,15,"1",1971.81,26.66,"1","1"
"0",76440.52,6647.04,0,4,9,2,9,4,10.85,4,"2",998.47,39.56,"0","2"
"0",76440.52,6647.04,0,4,9,2,9,3,10.85,4,"2",998.47,29.4,"0","2"
"2",115324.62,9772.39,2,5,8,4,6,4,5.5,3,"2",1316.45,39.98,"0","2"
"2",115324.62,9772.39,2,5,8,4,9,6,5.5,3,"2",1316.45,40.51,"0","1"
"1",70779.18,5861.26,0,3,9,4,14,0,0.61,4,"2",1340.31,32.17,"0","2"
"1",70779.18,5861.26,0,3,9,4,10,2,3.61,4,"2",1340.31,39.63,"0","2"
"1",70779.18,5861.26,1,4,9,4,14,0,-1.39,4,"2",1340.31,39.06,"0","1"
"1",70779.18,5861.26,1,4,9,4,14,0,3.61,4,"2",1340.31,30.85,"0","1"
"1",70779.18,5861.26,1,4,9,4,14,1,9.61,4,"2",1340.31,28.01,"0","1"
"1",70779.18,5861.26,1,4,9,4,14,0,3.61,4,"2",1340.31,25.86,"0","2"
"1",93847.86,7599.66,3,4,12,3,12,5,11.52,1,"1",1405.22,34.33,"0","1"
"1",93847.86,7599.66,3,4,12,3,14,8,11.52,1,"1",1405.22,29.71,"0","1"
"1",93847.86,7599.66,3,4,12,3,14,8,11.52,1,"1",1405.22,36.47,"0","1"
"1",93847.86,7599.66,3,4,12,3,16,8,10.52,1,"1",1405.22,35.21,"0","1"
"1",93847.86,7599.66,3,4,12,3,14,8,11.52,1,"1",1405.22,25.75,"0","1"
"2",19867.47,1396.62,3,5,11,3,10,9,6.74,4,"2",707.29,27.88,"0","2"
"2",19867.47,1396.62,3,5,11,3,10,9,6.74,4,"2",707.29,27.19,"0","1"
"2",19867.47,1396.62,3,5,11,3,10,9,0.74,4,"2",707.29,38.3,"0","2"
"2",19867.47,1396.62,3,5,11,3,10,9,6.74,4,"2",707.29,26.71,"0","2"
"2",19867.47,1396.62,3,5,11,3,10,9,6.74,4,"2",707.29,39.8,"0","2"
"2",19867.47,1396.62,3,5,11,3,6,9,6.74,4,"2",707.29,28.7,"0","2"
"2",19867.47,1396.62,3,5,11,3,8,7,6.74,4,"2",707.29,29.25,"0","2"
"2",19867.47,1396.62,3,5,11,3,10,9,6.74,4,"2",707.29,26.69,"0","2"
"2",18963.65,1794.3,4,8,29,6,22,10,13.04,9,"1",2422.18,36.27,"1","0"
"2",18963.65,1794.3,4,8,29,6,24,10,19.04,9,"1",2422.18,36.5,"1","0"
"2",18963.65,1794.3,4,8,29,6,25,10,13.04,9,"1",2422.18,28.07,"1","0"
"2",18963.65,1794.3,4,8,29,6,25,12,13.04,9,"1",2422.18,35.57,"1","0"
"2",18963.65,1794.3,4,8,29,6,25,10,13.04,9,"1",2422.18,36.43,"1","0"
"2",18963.65,1794.3,4,8,29,6,26,12,13.04,9,"1",2422.18,39.04,"1","1"
"2",18963.65,1794.3,4,8,29,6,27,7,13.04,11,"1",2422.18,26.02,"1","1"
"1",44134.06,3661.84,4,4,9,3,29,19,4.9,1,"2",809.59,22.22,"0","2"
"1",16319.38,1518.95,7,3,1,2,16,13,7.67,4,"1",1275.32,33.26,"0","1"
"1",16319.38,1518.95,7,3,1,2,16,11,3.67,4,"1",1275.32,35.43,"0","1"
"1",16319.38,1518.95,7,3,1,2,16,13,3.67,4,"1",1275.32,28.07,"0","1"
"1",16319.38,1518.95,7,3,1,2,16,13,7.67,4,"1",1275.32,36.37,"0","1"
"1",16319.38,1518.95,7,3,1,2,16,14,7.67,4,"1",1275.32,38.31,"0","1"
"1",16319.38,1518.95,7,3,1,2,16,13,7.67,4,"1",1275.32,38.63,"0","1"
"1",16319.38,1518.95,7,3,1,2,16,16,8.67,9,"1",1275.32,37.91,"0","1"
"1",16319.38,1518.95,7,3,1,2,16,13,7.67,9,"1",1275.32,31.4,"0","1"
"1",31877.72,2571.48,3,6,20,1,24,13,1.46,4,"1",886.59,27.72,"0","1"
"1",31877.72,2571.48,3,6,20,1,28,10,1.46,4,"1",886.59,31.02,"0","1"
"1",31877.72,2571.48,3,6,20,1,28,13,1.46,4,"1",886.59,26.77,"0","1"
"1",31877.72,2571.48,3,6,20,1,28,13,1.46,4,"1",886.59,27.52,"0","1"
"1",31877.72,2571.48,2,5,20,1,29,13,4.46,4,"1",886.59,28.73,"0","1"
"1",30429.91,2808.83,4,6,16,2,29,17,3.67,3,"1",362.48,33.9,"0","1"
"1",30429.91,2808.83,4,6,16,2,28,17,7.67,3,"1",362.48,36.29,"0","1"
"1",30429.91,2808.83,4,6,16,2,24,17,6.67,3,"1",362.48,39.52,"0","1"
"1",30429.91,2808.83,4,6,16,2,27,17,3.67,3,"1",362.48,37.46,"0","1"
"1",30429.91,2808.83,4,6,16,2,27,17,3.67,3,"1",362.48,27.43,"0","1"
"1",30429.91,2808.83,4,6,16,2,30,17,3.67,3,"1",362.48,38.95,"0","1"
"1",30429.91,2808.83,4,6,16,2,22,17,1.67,3,"1",362.48,33.35,"0","1"
"2",92300.01,7437.67,3,5,11,3,29,9,25.96,2,"1",755.17,29.95,"1","1"
"2",92300.01,7437.67,3,5,11,3,29,12,18.96,2,"1",755.17,26.53,"1","1"
"2",92300.01,7437.67,3,5,11,3,28,9,18.96,2,"1",755.17,33.79,"1","1"
"2",92300.01,7437.67,3,5,11,3,29,9,23.96,2,"1",755.17,29.06,"1","1"
"2",92300.01,7437.67,2,4,11,3,29,9,12.96,2,"1",755.17,24.84,"1","1"
"0",63601.48,5400.12,3,7,15,6,27,13,19.49,6,"1",1191.91,30.77,"1","1"
"0",63601.48,5400.12,3,7,15,6,27,11,19.49,6,"1",1191.91,27.87,"1","1"
"0",63601.48,5400.12,3,7,15,6,27,13,19.49,6,"1",1191.91,32.45,"1","1"
"0",63601.48,5400.12,3,7,15,6,27,13,19.49,6,"1",1191.91,37.96,"1","1"
"0",63601.48,5400.12,3,7,15,6,27,13,19.49,6,"1",1191.91,27.62,"1","1"
"0",63601.48,5400.12,3,7,15,6,27,14,19.49,6,"1",1191.91,39.12,"1","1"
"0",63601.48,5400.12,3,7,15,6,27,13,15.49,6,"1",1191.91,26.75,"1","1"
"0",63601.48,5400.12,3,7,15,6,26,13,19.49,6,"1",1191.91,25.7,"1","1"
"1",44295.54,3677.3,8,6,30,2,38,18,11.96,6,"1",1280.42,36.67,"1","1"
"1",44295.54,3677.3,8,6,30,2,38,18,11.96,6,"1",1280.42,36.62,"1","0"
"1",44295.54,3677.3,8,6,30,2,38,18,11.96,6,"1",1280.42,37.95,"1","0"
"1",44295.54,3677.3,8,6,30,2,38,18,11.96,8,"1",1280.42,34.31,"1","0"
"1",44295.54,3677.3,8,6,30,2,38,21,8.96,8,"1",1280.42,37.28,"1","0"
"1",69136.54,5902.38,3,4,14,0,6,15,7.18,3,"1",478.85,34.67,"1","1"
"1",69136.54,5902.38,3,4,14,0,11,21,7.18,3,"1",478.85,26.79,"1","1"
"1",69136.54,5902.38,3,4,14,0,9,18,7.18,3,"1",478.85,39.49,"1","1"
"1",69136.54,5902.38,3,4,14,0,9,18,7.18,3,"1",478.85,29.08,"1","1"
"1",69136.54,5902.38,3,4,14,0,9,21,6.18,3,"1",478.85,25.23,"1","1"
"1",69136.54,5902.38,3,4,14,0,14,18,7.18,3,"1",478.85,32.1,"1","1"
"2",34819.83,2689.65,7,3,10,1,19,12,7.69,1,"1",905.89,41.08,"1","1"
"2",34819.83,2689.65,7,3,10,1,19,11,11.69,1,"1",905.89,25.32,"1","1"
"2",34819.83,2689.65,7,3,10,1,19,13,11.69,1,"1",905.89,29,"1","0"
"2",34819.83,2689.65,7,3,10,1,19,14,7.69,1,"1",905.89,24.75,"1","0"
"2",34819.83,2689.65,7,3,10,1,19,12,7.69,1,"1",905.89,30.32,"1","0"
"2",34819.83,2689.65,7,3,10,1,17,12,7.69,4,"1",905.89,39.25,"1","1"
"2",34819.83,2689.65,7,3,10,1,14,12,7.69,4,"1",905.89,37.7,"1","1"
"2",70099.04,6088.59,1,1,10,3,2,6,9.85,0,"2",498.61,41.13,"0","2"
"2",70099.04,6088.59,1,1,10,3,5,7,9.85,0,"2",498.61,26.16,"0","2"
"2",70099.04,6088.59,1,1,10,3,5,3,9.85,0,"2",498.61,36.87,"0","2"
"1",14527.46,964.62,3,3,4,4,14,5,6.31,1,"2",321.05,26.95,"0","2"
"1",14527.46,964.62,3,3,4,4,19,4,6.31,1,"2",321.05,26.67,"0","2"
"1",14527.46,964.62,3,3,4,4,14,4,6.31,1,"2",321.05,26.58,"0","2"
"1",14527.46,964.62,3,3,4,4,14,4,6.31,1,"2",321.05,23.9,"0","2"
"1",14527.46,964.62,3,3,4,4,12,2,6.31,1,"2",321.05,30.41,"0","2"
"1",14527.46,964.62,3,3,4,4,14,4,6.31,2,"2",321.05,36.95,"0","1"
"1",14527.46,964.62,3,3,4,4,19,3,6.31,2,"2",321.05,32.39,"0","2"
"2",29902.22,2230.85,6,3,12,3,9,10,9.57,0,"1",533.71,28.45,"1","1"
"2",29902.22,2230.85,6,3,12,3,9,12,14.57,0,"1",533.71,34.38,"1","1"
"2",29902.22,2230.85,6,3,12,3,9,12,9.57,0,"1",533.71,38.7,"1","1"
"2",29902.22,2230.85,6,3,12,3,12,12,9.57,0,"1",533.71,31.36,"1","1"
"2",29902.22,2230.85,6,3,12,3,9,9,9.57,0,"1",533.71,31.28,"1","1"
"2",29902.22,2230.85,6,3,12,3,5,10,9.57,0,"1",533.71,32.29,"1","1"
"2",29902.22,2230.85,6,3,12,3,9,12,15.57,0,"1",533.71,25.4,"1","1"
"2",29902.22,2230.85,6,3,12,3,9,13,9.57,0,"1",533.71,38.32,"1","1"
"1",16523.74,1516.98,1,4,1,4,8,6,10.06,4,"2",455.49,24.25,"0","2"
"1",16523.74,1516.98,1,4,1,4,10,8,10.06,4,"2",455.49,38.76,"0","2"
"1",16523.74,1516.98,1,4,1,4,4,9,10.06,4,"2",455.49,25,"0","2"
"1",16523.74,1516.98,1,4,1,4,8,8,13.06,4,"2",455.49,37.6,"0","2"
"1",16523.74,1516.98,1,4,1,4,8,5,10.06,4,"2",455.49,33.74,"0","2"
"1",16523.74,1516.98,1,4,1,4,9,8,10.06,4,"2",455.49,29.67,"0","2"
"1",16523.74,1516.98,1,4,1,4,8,8,10.06,4,"2",455.49,31.8,"0","1"
"1",36817.94,3198.16,5,4,5,3,7,6,9.98,2,"2",1019.46,36.88,"0","1"
"1",36817.94,3198.16,5,4,5,3,9,6,3.98,2,"2",1019.46,26.7,"0","1"
"1",36817.94,3198.16,5,4,5,3,7,6,3.98,2,"2",1019.46,26.58,"0","1"
"1",36817.94,3198.16,5,4,5,3,11,6,3.98,2,"2",1019.46,22.77,"0","2"
"1",36817.94,3198.16,5,4,5,3,7,6,3.98,2,"2",1019.46,34.13,"0","2"
"1",36817.94,3198.16,5,4,5,3,8,6,0.98,2,"2",1019.46,25.53,"0","2"
"1",36817.94,3198.16,5,4,5,3,7,6,3.98,5,"2",1019.46,30.16,"0","2"
"1",36817.94,3198.16,5,4,5,3,9,6,3.98,5,"2",1019.46,35.27,"0","2"
"0",11731.58,828.63,8,3,6,2,15,12,7.48,1,"1",289.73,38.51,"1","1"
"0",11731.58,828.63,8,3,6,2,13,10,6.48,2,"1",289.73,32.46,"1","1"
"0",11731.58,828.63,8,3,6,2,15,10,7.48,2,"1",289.73,27.56,"1","1"
"0",11731.58,828.63,8,3,6,2,18,10,7.48,2,"1",289.73,35.48,"1","1"
"0",11731.58,828.63,8,3,6,2,11,10,7.48,2,"1",289.73,34.95,"1","1"
"0",11731.58,828.63,8,3,6,2,18,10,7.48,2,"1",289.73,27.51,"1","1"
"1",87538.24,7139.85,2,4,3,0,11,6,4.6,2,"2",41.82,29.21,"0","2"
"0",44986.55,3689.88,5,4,11,1,0,0,7.26,0,"2",753.21,32.43,"0","2"
"0",44986.55,3689.88,5,4,11,1,5,4,10.26,0,"2",753.21,33.85,"0","2"
"0",44986.55,3689.88,5,4,11,1,0,1,4.26,0,"2",753.21,26.56,"0","2"
"0",44986.55,3689.88,6,5,11,1,0,1,10.26,0,"2",753.21,40.45,"0","2"
"0",44986.55,3689.88,6,5,11,1,0,1,10.26,0,"2",753.21,39.89,"0","2"
"0",44986.55,3689.88,6,5,11,1,0,4,10.26,3,"2",753.21,25.59,"0","2"
"0",62835.08,5464.26,0,4,1,2,10,14,2.02,0,"2",306.85,40.86,"0","2"
"0",62835.08,5464.26,0,4,1,2,11,12,0.02,4,"2",306.85,39.47,"0","2"
"0",62835.08,5464.26,0,4,1,2,6,12,6.02,4,"2",306.85,38.99,"0","2"
"0",62835.08,5464.26,0,4,1,2,12,12,2.02,4,"2",306.85,37.99,"0","2"
"0",62835.08,5464.26,0,4,1,2,10,12,2.02,4,"2",306.85,29.11,"0","2"
"0",62835.08,5464.26,0,4,1,2,9,12,2.02,4,"2",306.85,34.58,"0","2"
"1",14867.69,1005.97,9,9,18,6,35,15,23.5,8,"1",2344.06,37.59,"1","1"
"1",14867.69,1005.97,9,9,18,6,39,15,18.5,8,"1",2344.06,33.7,"1","1"
"1",14867.69,1005.97,9,9,18,6,39,15,18.5,8,"1",2344.06,34.25,"1","0"
"1",14867.69,1005.97,9,9,18,6,39,14,14.5,8,"1",2344.06,31.12,"1","0"
"1",14867.69,1005.97,9,9,18,6,39,12,18.5,8,"1",2344.06,34.43,"1","1"
"1",14867.69,1005.97,9,9,18,6,42,15,18.5,8,"1",2344.06,25.91,"1","0"
"1",14867.69,1005.97,9,9,18,6,39,15,18.5,8,"1",2344.06,24.34,"1","0"
"2",38735.57,3187.96,2,4,3,2,15,11,8.06,2,"2",800.94,23.86,"0","2"
"2",38735.57,3187.96,2,4,3,2,15,11,8.06,2,"2",800.94,34.98,"0","2"
"2",38735.57,3187.96,2,4,3,2,14,11,8.06,2,"2",800.94,37.05,"0","2"
"2",38735.57,3187.96,2,4,3,2,15,11,8.06,2,"2",800.94,38.54,"0","2"
"2",38735.57,3187.96,2,4,3,2,15,11,9.06,2,"2",800.94,35.32,"0","2"
"2",38735.57,3187.96,2,4,3,2,15,11,8.06,2,"2",800.94,33.48,"0","1"
"2",38735.57,3187.96,2,4,3,2,15,11,8.06,2,"2",800.94,31.11,"0","1"
"2",38735.57,3187.96,2,4,3,2,15,11,8.06,2,"2",800.94,36.79,"0","2"
"0",18829.82,1578.15,8,8,24,4,24,8,12.36,8,"1",1752.02,24.93,"1","0"
"0",18829.82,1578.15,8,8,24,4,23,6,12.36,13,"1",1752.02,24.36,"1","0"
"0",18829.82,1578.15,8,8,24,4,20,8,18.36,13,"1",1752.02,21.88,"1","0"
"0",18829.82,1578.15,8,8,24,4,23,8,12.36,13,"1",1752.02,23.85,"1","0"
"0",18829.82,1578.15,8,8,24,4,22,6,12.36,13,"1",1752.02,27.51,"1","0"
"0",18829.82,1578.15,8,8,24,4,20,11,5.36,13,"1",1752.02,35.84,"1","0"
"1",19506.73,1491.56,9,7,22,6,47,17,2.69,11,"0",1594.83,31.11,"1","1"
"1",19506.73,1491.56,9,7,22,6,47,14,2.69,11,"0",1594.83,23.39,"1","0"
"1",19506.73,1491.56,9,7,22,6,47,15,2.69,11,"0",1594.83,30.59,"1","0"
"1",19506.73,1491.56,9,7,22,6,50,15,2.69,11,"0",1594.83,25.46,"1","0"
"1",19506.73,1491.56,9,7,22,6,47,15,2.69,11,"0",1594.83,33.76,"1","1"
"1",19506.73,1491.56,9,7,22,6,47,18,2.69,11,"0",1594.83,27.39,"1","0"
"1",19506.73,1491.56,9,7,22,6,47,12,2.69,15,"0",1594.83,24.27,"1","0"
"1",29135.38,2138.95,10,7,21,9,17,25,8.04,7,"0",1833.81,35.88,"1","0"
"1",29135.38,2138.95,10,7,21,9,17,25,4.04,7,"0",1833.81,32.31,"1","0"
"1",29135.38,2138.95,10,7,21,9,17,25,8.04,7,"0",1833.81,40.46,"1","0"
"1",29135.38,2138.95,10,7,21,9,17,23,8.04,7,"0",1833.81,33.96,"1","0"
"1",29135.38,2138.95,10,7,21,9,17,23,8.04,7,"0",1833.81,30.62,"1","0"
"1",29135.38,2138.95,10,7,21,9,17,25,8.04,7,"0",1833.81,37.04,"1","0"
"1",29135.38,2138.95,10,7,21,9,17,25,8.04,7,"0",1833.81,34.32,"1","0"
"1",29135.38,2138.95,10,7,21,9,21,25,8.04,7,"0",1833.81,24.81,"1","0"
"2",18743.08,1330.92,2,7,4,4,7,12,9.46,0,"2",183.15,32.88,"0","2"
"2",18743.08,1330.92,2,7,4,4,7,11,9.46,0,"2",183.15,26.01,"0","2"
"2",18743.08,1330.92,2,7,4,4,11,12,9.46,0,"2",183.15,24.07,"0","2"
"2",18743.08,1330.92,2,7,4,4,7,15,9.46,0,"2",183.15,24.23,"0","2"
"2",18743.08,1330.92,2,7,4,4,7,12,9.46,0,"2",183.15,31.43,"0","2"
"2",18743.08,1330.92,2,7,4,4,7,12,12.46,0,"2",183.15,31.37,"0","2"
"2",18743.08,1330.92,2,7,4,4,7,12,9.46,0,"2",183.15,27.42,"0","2"
"2",18743.08,1330.92,2,7,4,4,7,12,9.46,0,"2",183.15,34.89,"0","2"
"2",20143.27,1550.61,10,8,27,2,44,15,11.44,12,"1",1693.73,29.36,"1","0"
"2",20143.27,1550.61,10,8,27,2,44,15,11.44,12,"1",1693.73,30.87,"1","0"
"2",20143.27,1550.61,10,8,27,2,44,12,11.44,12,"1",1693.73,37,"1","0"
"1",33209.27,2954.44,1,6,8,2,24,4,11.99,4,"2",743.65,39.49,"0","1"
"1",33209.27,2954.44,1,6,8,2,26,4,11.99,4,"2",743.65,37.88,"0","0"
"1",33209.27,2954.44,1,6,8,2,24,2,11.99,4,"2",743.65,25.36,"0","0"
"1",33209.27,2954.44,1,6,8,2,24,4,11.99,4,"2",743.65,39,"0","0"
"1",33209.27,2954.44,1,6,8,2,19,4,11.99,4,"2",743.65,38.62,"0","1"
"1",33209.27,2954.44,1,6,8,2,24,2,11.99,4,"2",743.65,40.54,"0","0"
"1",33209.27,2954.44,1,6,8,2,24,4,8.99,4,"2",743.65,30.25,"0","0"
"1",11421.51,1030.79,5,3,14,3,16,14,15.72,3,"1",1278.12,30.16,"1","1"
"1",11421.51,1030.79,5,3,14,3,16,16,18.72,3,"1",1278.12,24.59,"1","1"
"1",11421.51,1030.79,5,3,14,3,19,16,15.72,7,"1",1278.12,26.23,"1","1"
"1",11421.51,1030.79,5,3,14,3,16,13,21.72,7,"1",1278.12,37.87,"1","1"
"1",11421.51,1030.79,5,3,14,3,16,16,15.72,7,"1",1278.12,24.35,"1","1"
"1",11421.51,1030.79,5,3,14,3,16,15,15.72,7,"1",1278.12,36.52,"1","1"
"1",11421.51,1030.79,5,3,14,3,19,16,15.72,7,"1",1278.12,24.02,"1","1"
"0",36346.13,3188.84,8,6,11,3,21,21,10.54,4,"2",1252.46,24.71,"0","2"
"0",36346.13,3188.84,8,6,11,3,26,18,10.54,4,"2",1252.46,27.02,"0","2"
"0",36346.13,3188.84,8,6,11,3,26,18,10.54,4,"2",1252.46,25.15,"0","2"
"0",36346.13,3188.84,8,6,11,3,21,18,10.54,4,"2",1252.46,37.03,"0","2"
"0",36346.13,3188.84,8,6,11,3,26,18,10.54,4,"2",1252.46,28.04,"0","2"
"0",36346.13,3188.84,8,6,11,3,21,18,10.54,4,"2",1252.46,34.38,"0","2"
"0",36346.13,3188.84,8,6,11,3,24,18,10.54,4,"2",1252.46,37.98,"0","2"
"0",36346.13,3188.84,8,6,11,3,21,15,10.54,4,"2",1252.46,28.07,"0","1"
"1",18231.52,1448.29,6,5,15,9,35,17,1.83,7,"0",1358.96,32,"1","0"
"1",18231.52,1448.29,6,5,15,9,31,15,1.83,7,"0",1358.96,36.58,"1","1"
"1",18231.52,1448.29,6,5,15,9,35,17,1.83,7,"0",1358.96,30.32,"1","1"
